lengths,returns
19,17.383137616441328
33,28.22694674017248
23,20.638571635634445
20,18.209306240276913
18,16.54862385499124
23,20.638571635634445
12,11.361512828387072
18,16.54862385499124
11,10.466174574128356
23,20.638571635634445
23,20.638571635634445
30,26.02996266117195
68,49.511411121292994
31,26.76966303456023
10,9.561792499119552
34,28.944677272770754
35,29.655230500043047
12,11.361512828387072
15,13.994164535871148
39,32.42709509397166
27,23.76572856528962
23,20.638571635634445
11,10.466174574128356
52,40.70335535985003
32,27.501966404214627
22,19.8369410460954
18,16.54862385499124
14,13.12541872310217
13,12.247897700103202
11,10.466174574128356
22,19.8369410460954
15,13.994164535871148
20,18.209306240276913
31,26.76966303456023
17,15.705680661607312
15,13.994164535871148
33,28.22694674017248
28,24.528071279636723
16,14.854222890512437
35,29.655230500043047
13,12.247897700103202
16,14.854222890512437
17,15.705680661607312
35,29.655230500043047
13,12.247897700103202
27,23.76572856528962
20,18.209306240276913
40,33.10282414303194
11,10.466174574128356
22,19.8369410460954
16,14.854222890512437
27,23.76572856528962
16,14.854222890512437
24,21.4321859192781
12,11.361512828387072
16,14.854222890512437
30,26.02996266117195
16,14.854222890512437
13,12.247897700103202
17,15.705680661607312
14,13.12541872310217
17,15.705680661607312
12,11.361512828387072
12,11.361512828387072
12,11.361512828387072
12,11.361512828387072
17,15.705680661607312
23,20.638571635634445
38,31.744540498961268
13,12.247897700103202
24,21.4321859192781
10,9.561792499119552
8,7.72553055720799
19,17.383137616441328
29,25.282790566840355
17,15.705680661607312
22,19.8369410460954
13,12.247897700103202
21,19.027213177874142
12,11.361512828387072
13,12.247897700103202
29,25.282790566840355
19,17.383137616441328
29,25.282790566840355
12,11.361512828387072
17,15.705680661607312
22,19.8369410460954
47,37.647460510879974
17,15.705680661607312
26,22.995685419484467
12,11.361512828387072
21,19.027213177874142
34,28.944677272770754
10,9.561792499119552
20,18.209306240276913
12,11.361512828387072
12,11.361512828387072
20,18.209306240276913
20,18.209306240276913
49,38.888276046713464
20,18.209306240276913
9,8.64827525163591
14,13.12541872310217
15,13.994164535871148
43,35.08973716315975
18,16.54862385499124
19,17.383137616441328
56,43.03987975228405
9,8.64827525163591
26,22.995685419484467
45,36.38145139361287
13,12.247897700103202
41,33.77179590160162
40,33.10282414303194
26,22.995685419484467
22,19.8369410460954
21,19.027213177874142
21,19.027213177874142
16,14.854222890512437
33,28.22694674017248
10,9.561792499119552
15,13.994164535871148
23,20.638571635634445
16,14.854222890512437
11,10.466174574128356
12,11.361512828387072
18,16.54862385499124
13,12.247897700103202
17,15.705680661607312
30,26.02996266117195
16,14.854222890512437
12,11.361512828387072
24,21.4321859192781
21,19.027213177874142
13,12.247897700103202
24,21.4321859192781
12,11.361512828387072
17,15.705680661607312
18,16.54862385499124
22,19.8369410460954
21,19.027213177874142
18,16.54862385499124
37,31.05509141309219
32,27.501966404214627
9,8.64827525163591
14,13.12541872310217
24,21.4321859192781
9,8.64827525163591
14,13.12541872310217
14,13.12541872310217
20,18.209306240276913
13,12.247897700103202
36,30.358678195042614
20,18.209306240276913
27,23.76572856528962
28,24.528071279636723
12,11.361512828387072
30,26.02996266117195
15,13.994164535871148
16,14.854222890512437
38,31.744540498961268
28,24.528071279636723
40,33.10282414303194
45,36.38145139361287
23,20.638571635634445
20,18.209306240276913
20,18.209306240276913
20,18.209306240276913
22,19.8369410460954
27,23.76572856528962
47,37.647460510879974
10,9.561792499119552
18,16.54862385499124
9,8.64827525163591
29,25.282790566840355
22,19.8369410460954
28,24.528071279636723
13,12.247897700103202
26,22.995685419484467
16,14.854222890512437
10,9.561792499119552
99,63.027036235027296
19,17.383137616441328
39,32.42709509397166
9,8.64827525163591
26,22.995685419484467
11,10.466174574128356
19,17.383137616441328
52,40.70335535985003
17,15.705680661607312
22,19.8369410460954
10,9.561792499119552
14,13.12541872310217
20,18.209306240276913
25,22.21786406008532
9,8.64827525163591
34,28.944677272770754
18,16.54862385499124
30,26.02996266117195
14,13.12541872310217
35,29.655230500043047
15,13.994164535871148
10,9.561792499119552
10,9.561792499119552
